ticket_id,customer,category,priority,inter_arr_time,arr_time,description,attribute_list,sensitive_flag
133,1,7,3,0.316,146.851,"I recently purchased Blender for the amount $60,536.50 on date 1978-08-17, but it is defective. I have attached a picture of the defect for your reference. I want to return it. Please schedule the pickup for date 1999-01-07 from my home Unit 1566 Box 2973
DPO AA 94936 and initiate a refund to my credit card 4363334658919.",product_name money date date residence credit_card_number,1
134,3,3,3,0.423,147.274,"Hi team, I am Ashley Cuevas, employee id 480-27-9494. I want to unpaid leave for the year. I am going to take executive degree from ISB Hyderabad. Thank you.",name ssn,1
135,2,1,2,1.236,148.51,"Hi,I am Michael Griffith and my employee ID is EMP376-59-4917. 
I am having trouble with my hardware claim, my expense amount was $7,409.93 for reimbursement. 
My other details such as designation is Interior and spatial designer, userid rodriguezcharles and email is richard84@hotmail.com.",name ssn money job username mail,1
136,4,5,3,0.003,148.513,Hi I want to apply for the cashless mode of hospitalization. please provide me the list of hospital that provide cashless mode in my city Jasmineland.,city,0
137,2,7,2,0.28,148.793,"Hi, I have a need of Oven in my team. How long it will take for us to procure it? Do we have any spare available. I need it urgently for our project.",product_name,0
138,3,1,2,0.58,149.373,"I noticed unauthorized transactions on my credit card statement for the amount of $81,834.71 on 1980-05-21. The transactions are listed as Miller, Williams and Mills. I did not authorize these transactions and would like them to be reversed immediately to my credit card 4499166525240205.",money date company credit_card_number,1
139,0,0,2,0.089,149.462,"Hi, I need to the installation of Salesforce for development purpose of my project.",software,0
140,4,0,2,1.288,150.75,"Hi, I want the installation of python package Django. It is required for the development. I am attaching the approval of my manager. PFA. Thank you",python_package,1
141,4,2,3,1.058,151.808,"Hi, I need $9.84 for my international business travel that is on 2001-10-18 please see the attached itinerary and approval. Thank you.",money date,0
142,3,7,3,1.345,153.153,"Hi, can I make the payment of purchase of product by my personal credit card? I do not have corporate one issued yet.",,0
143,2,3,2,0.574,153.727,"Hi, since yesterday I am trying to apply for leave but I am not able to. The system shows an error. I have to take an urgent leave. Please resolve the issue.",,0
144,1,0,0,0.606,154.333,"hi team, I am Morgan Jimenez and my employee id is 653-50-4733. I need the installation of Gainsight for the development purpose. I have attached required approvals in the attachment. thank you.",name ssn software,1
145,3,6,2,0.141,154.474,"I am unable to log in to my account. My credentials are, username denise40, email donaldstone@gmail.com. I have verified that the username and password are correct, but the system keeps displaying an error message. I have tried resetting my password and clearing my cache, but the issue persists.",username mail,1
146,1,4,3,0.024,154.498,"Dear team, I want more members in my team. The project requires more skilled employee for the early completion of client project. My employee id is 400-02-2361. Please initiate the recruitment under my project. thanks",ssn,1
147,1,6,2,0.519,155.017,"I have recently moved and would like to update my account information with my new address. My new address is 214 Victoria Place Suite 358
New Alison, MH 78032. Please assist me with updating my account information.",residence,1
148,0,1,1,2.089,157.106,"Hi,I am Jacqueline Chapman and my employee ID is EMP123-56-8874. 
I am having trouble with my hardware claim, my expense amount was $48,485.21 for reimbursement. 
My other details such as designation is Occupational therapist, userid denniscollins and email is amandahall@gmail.com.",name ssn money job username mail,1
149,1,3,3,0.199,157.305,"Hi team, I am Katherine Macias, employee id 050-87-5943. I want to unpaid leave for the year. I am going to take executive degree from ISB Hyderabad. Thank you.",name ssn,1
150,2,0,3,0.088,157.393,"Hi, I want the installation of python package numpy. It is required for the development. I am attaching the approval of my manager. PFA. Thank you",python_package,1
151,3,4,2,0.333,157.726,"Hi Team, I was wondering whether this Water quality scientist is still available in this team. I want to refer my friend for this role. please confirm.",job,0
152,0,2,2,0.123,157.849,"Hi, I need $6,248.46 for my international business travel that is on 2011-08-09 please see the attached itinerary and approval. Thank you.",money date,0
153,1,6,1,2.436,160.285,"Hi, I have been logged out of my account and cannot login back. my username is wjones. Please resolve it.",username,0
154,2,1,1,0.253,160.538,"Hi, I need a corporate credit card for my international travel with the $8.54. Please issue the same at the earliest. I have attached the approval and important documents. Thank you.",money,0
155,4,7,3,1.809,162.347,"I recently purchased Waffle Iron for the amount $3.10 on date 2021-09-03, but it is defective. I have attached a picture of the defect for your reference. I want to return it. Please schedule the pickup for date 2011-06-23 from my home 510 Taylor Lodge Suite 703
Priceton, FM 96461 and initiate a refund to my credit card 6506699344312926.",product_name money date date residence credit_card_number,1
156,3,7,2,2.595,164.942,"I am experiencing technical issues with Domestic Robot. It shows error code 500. I have tried troubleshooting by going through help documents, but the issue still persists. Please assist me in resolving the issue. My account details are: username matthewhoover, Email penny82@yahoo.com.",product_name username mail,1
157,0,0,3,0.102,165.044,"Hi, I need to the installation of Jira for development purpose of my project.",software,0
158,3,6,0,0.481,165.525,"Hi team, I need access to the intern portal. please enable it for me.",,0
159,4,4,3,1.279,166.804,"Hi team, I want to avail the maternity benefit from 1984-08-02. My employee ID is 470-28-1115 and designation is Ship broker. Kindly approve the same. Ihave attched the required documents. PFA",date ssn job,1
160,3,5,3,0.53,167.334,Hi I want to apply for the cashless mode of hospitalization. please provide me the list of hospital that provide cashless mode in my city Jennifertown.,city,0
161,0,4,2,0.641,167.975,"Dear team, I want more members in my team. The project requires more skilled employee for the early completion of client project. My employee id is 360-64-3499. Please initiate the recruitment under my project. thanks",ssn,1
162,2,1,3,1.206,169.181,"I made a payment of $29,800.32 for my account on 1972-07-29, but it has not been credited yet. The payment was made using my credit card 676168494083. I have attached a copy of the payment receipt for your reference. Please investigate the issue and update me on the status of the payment. My email address is williammiller@yahoo.com and phone number is 6663978225557",money date credit_card_number mail phone_number,1
163,3,3,2,2.932,172.113,"Hi team, I am Doris Miller MD, employee id 499-27-8049. I want to unpaid leave for the year. I am going to take executive degree from ISB Hyderabad. Thank you.",name ssn,1
164,3,3,1,0.315,172.428,"Hi team, my be leave balance shown in the system is not correct as of 1990-10-29. The leave shown are less. Please resolve the issue.",date,0
165,3,7,2,0.606,173.034,"I recently purchased Dishwasher for the amount $7.38 on date 1973-02-27, but it is defective. I have attached a picture of the defect for your reference. I want to return it. Please schedule the pickup for date 2010-10-17 from my home 0408 Kathleen Ford
East Garrett, FM 73798 and initiate a refund to my credit card 2285345245340535.",product_name money date date residence credit_card_number,1
166,2,5,3,0.636,173.67,"Hi,I am Michael Fields and from 3216 Benjamin Gardens
North Ashleyberg, CO 91007. 
I am having trouble with my medical claim, my employee ID is EMP039-62-8198 and amount was $35.48. 
The payment was made through my credit card 587128395965. 
My other details such as designation is Conservator, furniture email is andrewduke@yahoo.com and postal code is 81666. 
Please resolve my issue asap.",name address ssn money credit_card_number job mail zip_code,1
167,2,6,3,0.57,174.24,"I am unable to log in to my account. My credentials are, username tommy69, email kathrynrodriguez@yahoo.com. I have verified that the username and password are correct, but the system keeps displaying an error message. I have tried resetting my password and clearing my cache, but the issue persists.",username mail,1
168,0,2,3,3.248,177.488,"Hi,I am Vanessa Benson and my employee ID is EMP775-66-9895. 
I am having trouble with my travel claim, my expense amount was $648.35 for reimbursement.
 My other details such as designation is Architectural technologist and email is alicia12@gmail.com. 
The payment was done with given credit card number 340423052429183 and credit card type JCB 15 digit.",name ssn money job mail credit_card_number cc_provider,1
